FLOW,Production,Imports,Exports,International marine bunkers,International aviation bunkers,Stock changes,Total energy supply,   Transfers,   Statistical differences,   Main activity producer electricity plants,   Autoproducer electricity plants,   Main activity producer CHP plants,   Autoproducer CHP plants,   Main activity producer heat plants,   Autoproducer heat plants,   Heat pumps,   Electric boilers,   Chemical heat for electricity production,   Blast furnaces,   Gas works,   Coke ovens,   Patent fuel plants,   BKB/peat briquettes plants,   Oil refineries,   Petrochemical plants,   Liquefaction plants,   Other transformation,   Energy industry own use,   Losses,   Total final consumption,      Industry,         Mining and quarrying,         Construction,         Manufacturing,            Iron and steel,            Chemical and petrochemical,            Non-ferrous metals,            Non-metallic minerals,            Transport equipment,            Machinery,            Food and tobacco,"            Paper, pulp and printing",            Wood and wood products,            Textile and leather,         Industry not elsewhere specified,      Transport,         World aviation bunkers,         Domestic aviation,         Road,         Rail,         Pipeline transport,         World marine bunkers,         Domestic navigation,         Transport not elsewhere specified,      Residential,      Commercial and public services,      Agriculture/forestry,      Fishing,      Final consumption not elsewhere specified,      Non-energy use,         Non-energy use industry/transformation/energy,            Memo: Non-energy use in industry,               Memo: Non-energy use in construction,               Memo: Non-energy use in mining and quarrying,               Memo: Non-energy use in iron and steel,               Memo: Non-energy use in chemical/petrochemical,               Memo: Non-energy use in non-ferrous metals,               Memo: Non-energy use in non-metallic minerals,               Memo: Non-energy use in transport equipment,               Memo: Non-energy use in machinery,               Memo: Non-energy use in food/beverages/tobacco,               Memo: Non-energy use in paper/pulp and printing,               Memo: Non-energy use in wood and wood products,               Memo: Non-energy use in textiles and leather,               Memo: Non-energy use in industry not elsewhere specified,         Non-energy use in transport,         Non-energy use in other sectors,Electricity output (GWh),   Electricity output (GWh)-main activity producer electricity plants,   Electricity output (GWh)-autoproducer electricity plants,   Electricity output (GWh)-main activity producer CHP plants,   Electricity output (GWh)-autoproducer CHP plants,Heat output,   Heat output-main activity producer CHP plants,   Heat output-autoproducer CHP plants,   Heat output-main activity producer heat plants,   Heat output-autoproducer heat plants, Memo: Efficiency of electricity only plants (main and auto) (%), Memo: Efficiency of electricity and heat plants (%)
COUNTRY
World,0,1396839,-1488672,x,x,3316,-88517,261068,9542,-119761,-26377,-6331,-9153,-1729,-8135,0,0,0,-44,-2817,-2430,-55,0,4269234,-36003,0,-633,-199045,-313,4038502,290436,24203,35934,126921,6741,52560,3557,39377,2292,5275,8530,3638,2130,2822,103378,2650434,201618,135399,1999004,32734,285,220255,56842,4296,218297,79180,111062,6151,21307,661634,612238,..,..,..,..,457993,..,..,..,..,..,..,..,..,..,10179,39218,682224,513659,114903,18614,35048,12880,2616,2159,1327,6778,37,42
OECD Americas,0,155240,-249771,-23148,-31124,293,-148510,124315,21744,-15683,-1789,-549,-2011,0,0,0,0,0,-1,-780,0,0,0,1018631,-34,0,0,-51552,0,943780,36549,6816,13609,10930,290,2702,271,4603,280,608,529,683,963,0,5194,702325,x,66590,608298,16694,14,x,10632,97,23761,14665,23392,237,0,142851,132643,131888,20675,369,696,98515,0,132,728,1290,0,13,707,0,8764,4544,5664,85484,64508,7402,4708,8866,768,768,0,0,0,35,41
OECD Asia Oceania,0,120355,-96587,-15183,-19804,-1112,-12331,1159,-4279,-7557,-5315,-213,-1441,-182,-42,0,0,0,0,-1616,-451,0,0,365180,-16373,0,0,-17509,0,299030,25502,2876,2823,17734,1317,9324,700,2655,475,756,1299,819,131,258,2068,145927,x,8449,131704,1436,3,x,4152,183,14976,13176,6141,2088,1607,89614,87553,87553,2224,3,28,80830,789,6,0,1,0,7,0,1,3664,875,1186,67460,35491,26115,319,5534,1123,163,892,29,39,41,47
OECD Europe,0,384275,-370650,-43837,-58029,2779,-85462,-5741,-2906,-5439,-837,-4020,-2838,-559,-95,0,0,0,-43,-134,-294,-55,0,668595,-16477,0,-3,-30940,-10,512742,31012,1044,5209,22635,603,8261,401,9051,370,1066,1707,719,237,220,2125,327489,x,8837,310249,1897,0,x,6170,336,31885,14686,18433,1715,1865,85657,82945,82892,15760,34,53,62191,432,551,60,423,36,36,19,26,3269,2094,618,50688,24806,3192,11252,11437,1937,990,405,477,66,38,46
Africa,0,118170,-37518,-5258,-8842,2153,68704,19411,1699,-16678,-891,0,0,0,0,0,0,0,0,0,0,0,0,102913,-15,0,0,-3355,-207,171580,17178,2441,1202,2790,15,85,110,1938,20,28,491,32,3,68,10746,121856,x,2636,117342,747,18,x,1100,13,14461,1534,4567,123,2719,9143,8768,..,..,..,..,895,..,..,..,..,..,..,..,..,..,174,201,63898,60827,3071,0,0,0,0,0,0,0,31,31
Non-OECD Americas,0,98970,-46055,-13275,-9712,1125,31053,5416,-203,-16210,-3134,0,-795,0,0,0,0,0,0,-15,-1685,0,0,203752,-2873,0,0,-11976,-67,203264,20617,2405,374,8878,325,2316,1138,3491,1,1,899,633,12,62,8959,132372,x,5010,123838,1044,0,x,1836,644,13602,2898,10855,51,2780,20088,20037,..,..,..,..,9615,..,..,..,..,..,..,..,..,..,45,6,90809,73443,13325,0,4041,0,0,0,0,0,39,39
Middle East,0,96504,-252211,-25304,-17792,2067,-196736,104714,-253,-38849,-3208,0,0,0,0,0,0,0,0,0,0,0,0,391944,0,0,-598,-13874,0,243141,36348,116,317,564,0,375,0,91,88,0,10,0,0,0,35351,134017,x,2355,131621,0,31,x,0,11,13101,1221,2915,0,1134,54404,54245,..,..,..,..,44726,..,..,..,..,..,..,..,..,..,11,147,202950,174639,28311,0,0,0,0,0,0,0,41,41
Non-OECD Europe and Eurasia,0,41260,-165095,-18473,-8859,38,-151128,2093,514,-1310,-1109,-1533,-1617,-258,-4300,0,0,0,0,0,0,0,0,364369,-231,0,-32,-8117,-16,197324,14509,2453,2832,6158,1204,1182,81,1827,201,183,976,230,213,63,3064,106785,x,6549,95513,3214,220,x,637,652,18549,3704,6640,795,4133,42209,40802,..,..,..,..,20173,..,..,..,..,..,..,..,..,..,233,1174,15987,5704,4177,2290,3817,5189,691,767,200,3530,35,65
Non-OECD Asia (excluding China),0,291067,-206240,-54316,-30404,-350,-243,3426,8395,-17777,-7788,-15,-451,0,0,0,0,0,0,0,0,0,0,546766,0,0,0,-25004,0,507309,63040,3826,2786,30294,2147,12059,141,10093,233,1290,1982,230,397,1721,26135,267297,x,11053,244476,4486,0,x,7028,254,44086,10907,19235,1143,7069,94531,94440,..,..,..,..,65445,..,..,..,..,..,..,..,..,..,88,2,93912,73217,19297,45,1353,99,4,95,0,0,31,31
"China (P.R. of China and Hong Kong, China)",0,90998,-64546,-21462,-17052,-3676,-15737,6276,-15170,-258,-2305,0,0,-730,-3698,0,0,0,0,-273,0,0,0,607085,0,0,0,-36718,-12,538459,45681,2226,6781,26939,839,16256,715,5627,625,1343,637,291,176,432,9735,290492,x,23921,235963,3215,1,x,25288,2104,43877,16387,18884,0,0,123138,90804,..,..,..,..,75604,..,..,..,..,..,..,..,..,..,2114,30220,11036,1023,10013,0,0,3764,0,0,621,3144,37,67
World marine bunkers,x,x,x,220255,x,x,220255,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,220255,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,220255,x,x,x,x,x,220255,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
World aviation bunkers,x,x,x,x,201618,x,201618,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,201618,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,201618,201618,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Albania,0,1106,-138,-32,-7,-88,841,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,-29,-2,1085,90,0,1,75,3,8,0,45,0,0,17,1,0,2,14,717,x,0,677,2,0,x,30,8,107,62,59,34,0,16,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,0,832,-22644,-210,-467,-604,-23094,9898,446,-226,-1,0,0,0,0,0,0,0,0,0,0,0,0,31562,0,0,0,-454,-87,18043,573,0,390,16,0,5,0,10,0,0,0,0,0,0,168,14458,x,99,14214,145,0,x,0,0,1672,0,38,0,773,530,530,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,378,374,4,0,0,0,0,0,0,0,14,14
Angola,0,3868,-1061,-353,-313,33,2174,1332,393,-1783,-145,0,0,0,0,0,0,0,0,0,0,0,0,1897,0,0,0,-61,0,3807,206,0,98,0,0,0,0,0,0,0,0,0,0,0,108,2300,x,42,2247,0,0,x,11,0,559,547,6,0,5,184,184,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3001,2580,421,0,0,0,0,0,0,0,13,13
Argentina,0,4010,-3128,-717,-1109,-86,-1029,2740,444,-1308,-277,0,0,0,0,0,0,0,0,0,-559,0,0,23910,0,0,0,-1674,0,22248,611,0,0,0,0,0,0,0,0,0,0,0,0,0,611,13790,x,604,12905,0,0,x,281,0,1218,318,3398,0,0,2914,2914,0,0,0,0,1882,0,0,0,0,0,0,0,0,0,0,0,6811,5786,1025,0,0,0,0,0,0,0,37,37
Armenia,0,395,0,0,-64,-13,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,252,x,0,252,0,0,x,0,0,1,3,17,0,0,39,24,24,10,4,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Australia,0,30605,-2292,-568,-4765,-820,22160,3025,1655,-191,-925,0,-22,0,0,0,0,0,0,0,0,0,0,23094,0,0,0,-4176,0,44620,3866,2584,478,797,19,106,305,161,0,20,114,56,9,8,6,32948,x,3177,27852,1140,1,x,595,183,357,879,2433,0,2,4136,4136,4136,5,0,28,2291,694,0,0,0,0,0,0,0,1118,0,0,4838,816,3928,0,94,0,0,0,0,0,37,37
Austria,0,6305,-3058,-14,-825,93,2501,-255,0,-1,-132,-3,-183,-23,0,0,0,0,0,0,0,0,0,9392,0,0,0,-273,0,11025,335,9,213,110,1,9,2,46,3,27,11,4,6,1,3,7886,x,31,7819,32,0,x,4,0,929,189,222,0,0,1464,1450,1446,461,0,3,961,1,2,0,10,2,1,1,1,1,14,1,716,2,401,1,313,76,2,53,21,0,26,40
Azerbaijan,0,331,-1297,-44,-112,-168,-1290,34,-37,-2,-11,0,0,0,0,0,0,0,0,0,0,0,0,5849,0,0,0,-378,0,4163,87,11,59,16,0,2,1,0,1,2,10,0,0,0,1,2650,x,395,2205,6,0,x,44,0,15,3,318,0,0,1090,1040,1040,258,0,0,782,0,0,0,0,0,0,0,0,0,50,0,49,11,37,0,1,0,0,0,0,0,32,33
Bahrain,0,757,-12120,-79,-504,193,-11752,790,216,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,13448,0,0,-598,-226,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,x,37,1264,0,0,x,0,0,98,0,0,0,0,479,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,21,21
Bangladesh,0,4695,-2,-116,-435,860,5001,174,405,-1868,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,0,0,0,-44,0,4941,413,0,0,0,0,0,0,0,0,0,0,0,0,0,413,3074,x,0,2078,413,0,x,573,10,220,0,1125,0,5,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16292,16292,0,0,0,0,0,0,0,0,75,75
Belarus,0,474,-11871,0,-148,-178,-11724,109,0,-14,0,-32,-79,-6,-95,0,0,0,0,0,0,0,0,18867,0,0,0,-974,0,6053,161,3,103,50,4,5,0,5,4,5,19,1,3,3,5,3567,x,18,3361,186,0,x,1,0,56,44,695,0,0,1530,1530,1530,322,0,0,0,0,16,0,0,0,0,0,0,1192,0,0,264,77,0,62,125,148,20,47,5,76,46,75
Belgium,0,30314,-30313,-9274,-1686,-143,-11102,-1134,-70,-4,0,-2,-25,0,0,0,0,0,0,0,0,0,0,34386,-1122,0,0,-1157,0,19770,1477,0,73,1339,12,1247,0,42,4,15,8,10,0,1,65,8225,x,2,8059,22,0,x,141,0,2453,755,311,0,46,6504,6478,6469,303,0,3,6151,0,1,0,1,1,1,0,0,8,16,9,161,11,2,4,143,7,0,7,0,0,25,69
Benin,0,2428,0,0,-32,12,2409,0,-2,-4,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,39,0,0,36,0,0,0,32,0,0,4,0,0,0,3,2266,x,0,2266,0,0,x,0,0,41,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,20,114,0,0,0,0,0,0,0,28,28
Plurinational State of Bolivia,0,1467,-295,0,-82,140,1230,558,-98,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,0,0,0,-19,-46,3803,124,0,87,0,0,0,0,0,0,0,0,0,0,0,37,2994,x,106,2888,0,0,x,0,0,489,15,133,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,12,12
Bosnia and Herzegovina,0,1154,-225,0,-8,36,958,0,0,-8,-3,0,0,-8,0,0,0,0,0,0,0,0,0,704,0,0,0,-116,0,1527,120,25,25,66,1,3,2,12,3,8,17,12,4,5,3,1225,x,0,1225,0,0,x,0,0,26,21,37,0,0,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,47,38,9,0,0,7,0,0,7,0,38,58
Botswana,0,1039,0,0,-13,0,1027,0,135,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,199,147,23,7,0,0,0,0,0,0,4,1,0,1,21,891,x,2,877,12,0,x,0,0,13,21,11,0,1,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,8,0,0,0,0,0,0,0,0,25,25
Brazil,0,25293,-8494,-2873,-2502,384,11809,1751,60,-1609,-285,0,-795,0,0,0,0,0,0,0,-1125,0,0,93623,-2873,0,0,-4175,0,96381,9387,810,0,7939,313,2208,1073,3192,0,0,606,510,0,38,637,60882,x,3424,55126,1043,0,x,1289,0,6533,693,6057,0,0,12830,12830,0,0,0,0,6495,0,0,0,0,0,0,0,0,0,0,0,12526,7253,1232,0,4041,0,0,0,0,0,39,40
Brunei Darussalam,0,372,0,0,-86,5,290,20,19,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,-16,0,635,120,0,0,0,0,0,0,0,0,0,0,0,0,0,120,456,x,0,456,0,0,x,0,0,24,0,0,0,30,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,47,0,0,0,0,0,0,0,0,30,30
Bulgaria,0,2030,-3597,-83,-255,102,-1803,-277,-12,-16,-11,-2,-42,0,0,0,0,0,0,0,0,0,0,6333,0,0,0,-382,-1,3787,398,5,24,368,0,254,16,78,1,6,9,1,1,1,1,2979,x,17,2951,11,0,x,0,0,22,26,127,0,0,234,213,209,150,1,1,20,0,22,0,5,0,0,1,0,9,19,3,338,49,33,4,253,1,1,0,0,0,26,42
Cambodia,0,2593,0,0,-121,0,2471,2,-15,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,166,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1910,x,43,1624,192,0,x,51,0,72,158,0,0,47,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,299,299,0,0,0,0,0,0,0,0,29,29
Cameroon,0,887,-382,0,-16,0,488,0,-28,-84,-261,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,0,-21,-37,1272,75,0,0,4,0,0,0,4,0,0,0,0,0,0,70,950,x,2,948,0,0,x,0,0,153,0,0,0,28,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,1203,293,910,0,0,0,0,0,0,0,30,30
Canada,0,13507,-22184,-449,-893,-314,-10332,11234,18096,-1356,-554,-3,0,0,0,0,0,0,0,0,0,0,0,93413,0,0,0,-15438,0,95058,6132,1455,2139,1224,0,0,33,432,0,0,0,146,613,0,1314,61694,x,6749,51499,2229,14,x,1107,97,1681,1308,5444,0,0,18799,14978,14978,1821,84,0,10833,0,0,0,0,0,0,17,0,2222,96,3725,6110,4154,1946,10,0,1,1,0,0,0,27,28
Chile,0,8495,-749,-130,-678,-55,6883,-931,302,-294,-104,0,0,0,0,0,0,0,-1,0,0,0,0,10004,0,0,0,-325,0,15535,3607,2302,192,464,8,0,0,210,0,0,3,243,0,0,649,9364,x,560,8388,43,0,x,373,0,1098,724,223,237,0,283,283,283,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,1287,848,439,0,0,0,0,0,0,0,28,28
People's Republic of China,0,68918,-64309,-10554,-9918,-3938,-19802,6276,-15050,-181,-2305,0,0,-730,-3698,0,0,0,0,0,0,0,0,607085,0,0,0,-36718,-12,534864,44922,2226,6781,26939,839,16256,715,5627,625,1343,637,291,176,432,8977,287862,x,23916,233338,3215,1,x,25288,2104,43875,16287,18884,0,0,123035,90701,0,0,0,0,75604,0,0,0,0,0,0,0,0,0,2114,30220,10750,737,10013,0,0,3764,0,0,621,3144,37,68
Colombia,0,4603,-5529,-135,-1537,3,-2595,-2355,-1048,-48,-323,0,0,0,0,0,0,0,0,0,0,0,0,19475,0,0,0,-545,0,12561,737,505,77,154,12,58,3,33,1,1,36,4,3,3,1,9467,x,21,9435,0,0,x,11,0,407,133,89,0,888,839,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,168,2173,0,0,0,0,0,0,0,54,54
Republic of the Congo,0,206,-335,0,-33,0,-162,0,17,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,718,-15,0,0,0,0,519,36,0,0,18,0,0,0,0,0,0,18,0,0,0,18,436,x,14,398,15,0,x,9,0,20,7,0,0,0,19,19,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,114,0,114,0,0,0,0,0,0,0,25,25
Costa Rica,0,2759,0,0,-221,69,2608,0,20,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,2585,333,0,7,253,0,14,0,86,0,0,120,13,5,15,73,1963,x,4,1957,0,0,x,1,0,75,40,47,0,21,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,0,0,0,0,0,0,0,0,41,41
Côte d'Ivoire,0,385,-1490,-83,-160,0,-1347,5,45,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,3448,0,0,0,-48,0,2100,194,21,0,57,0,5,9,0,14,0,21,0,0,9,116,1320,x,9,1186,17,0,x,108,0,377,38,82,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,27,27
Croatia,0,1925,-2448,-21,-180,-94,-817,41,0,-1,0,0,-13,-5,0,0,0,0,0,0,0,0,0,4016,0,0,0,-324,0,2897,302,13,96,191,0,3,1,156,1,6,18,3,0,2,2,2073,x,10,1999,15,0,x,48,0,118,51,176,24,0,153,130,128,92,0,0,10,0,13,0,8,0,0,0,0,5,22,1,69,5,0,0,64,4,0,0,4,0,43,53
Cuba,0,3429,-480,-424,-119,0,2406,139,0,-1166,-137,0,0,0,0,0,0,0,0,-15,0,0,0,2341,0,0,0,-213,0,3354,1438,16,115,0,0,0,0,0,0,0,0,0,0,0,1308,597,x,0,589,0,0,x,9,0,192,11,143,0,747,227,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,13160,12841,319,0,0,0,0,0,0,0,87,87
Curaçao/Netherlands Antilles,0,2340,-2916,-1549,-62,0,-2187,30,26,-118,-36,0,0,0,0,0,0,0,0,0,0,0,0,3135,0,0,0,-218,0,631,123,0,0,0,0,0,0,0,0,0,0,0,0,0,123,355,x,0,355,0,0,x,0,0,55,0,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,500,114,0,0,0,0,0,0,0,34,34
Cyprus,0,2580,0,-267,-317,17,2012,4,-15,-1019,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,113,4,9,99,0,2,1,73,0,0,21,1,0,0,1,665,x,2,663,0,0,x,1,0,95,36,24,2,9,38,37,37,34,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4583,4575,7,0,1,0,0,0,0,0,39,39
Czech Republic,0,4359,-2204,0,-407,-145,1604,-118,-3,-4,-1,-34,-1,-3,-4,0,0,0,0,0,0,0,0,7993,-72,0,0,-216,0,9141,161,1,49,81,0,47,0,15,1,6,5,3,3,1,30,6080,x,34,5961,81,0,x,3,0,53,22,334,0,10,2481,2310,2310,482,0,1,1745,1,1,0,2,0,0,0,0,80,172,0,108,16,4,77,10,26,20,0,2,4,36,74
Democratic People's Republic of Korea,0,404,0,0,0,0,404,0,0,-329,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,-15,0,591,89,0,0,0,0,0,0,0,0,0,0,0,0,0,89,463,x,0,463,0,0,x,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,765,0,0,0,0,0,0,0,0,20,20
Democratic Republic of the Congo,0,851,0,0,-142,0,709,0,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,13,0,0,13,0,0,0,13,0,0,0,0,0,0,0,686,x,0,585,0,0,x,101,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,30,30
Denmark,0,6018,-5867,-590,-1014,456,-996,-2121,-220,-4,0,-16,-49,-19,0,0,0,0,0,0,0,0,0,9272,0,0,0,-329,0,5517,410,19,133,255,3,6,0,187,1,15,36,3,3,0,4,4166,x,28,3875,72,0,x,152,38,221,61,308,111,0,241,199,199,185,2,1,1,1,2,1,4,1,1,0,0,0,32,9,265,13,0,63,189,31,6,9,16,0,27,61
Dominican Republic,0,5153,0,0,-567,20,4606,0,-47,-1396,-624,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,-49,0,3710,278,0,42,168,0,29,0,38,0,0,90,6,0,4,68,2441,x,24,1919,1,0,x,0,497,495,89,68,0,0,339,339,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,9912,6781,3131,0,0,0,0,0,0,0,42,42
Ecuador,0,6689,-2964,-681,-274,-22,2748,236,11,-749,-383,0,0,0,0,0,0,0,0,0,0,0,0,8448,0,0,0,-392,0,9918,737,0,0,0,0,0,0,0,0,0,0,0,0,0,737,6152,x,96,5989,0,0,x,66,0,931,421,359,0,1084,236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4731,3292,1439,0,0,0,0,0,0,0,36,36
Egypt,0,12199,-2070,-89,-780,0,9260,1348,-1414,-6020,0,0,0,0,0,0,0,0,0,0,0,0,0,26519,0,0,0,-874,0,28818,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,4280,17608,x,637,16768,0,0,x,204,0,4465,0,800,0,61,1603,1603,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23103,23103,0,0,0,0,0,0,0,0,33,33
El Salvador,0,2508,-177,0,-186,0,2145,0,0,-233,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,453,0,0,52,0,0,0,52,0,0,0,0,0,0,401,1166,x,0,1166,0,0,x,0,0,233,9,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1200,1039,161,0,0,0,0,0,0,0,38,38
Equatorial Guinea,0,479,-735,0,-63,0,-318,789,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57,302,x,12,291,0,0,x,0,0,53,22,0,0,26,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,37,37
Eritrea,0,243,0,0,-9,0,234,0,0,-118,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77,x,2,75,0,0,x,0,0,21,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,436,14,0,0,0,0,0,0,0,32,32
