FLOW,Production,Imports,Exports,International marine bunkers,International aviation bunkers,Stock changes,Total energy supply,   Transfers,   Statistical differences,   Main activity producer electricity plants,   Autoproducer electricity plants,   Main activity producer CHP plants,   Autoproducer CHP plants,   Main activity producer heat plants,   Autoproducer heat plants,   Heat pumps,   Electric boilers,   Chemical heat for electricity production,   Blast furnaces,   Gas works,   Coke ovens,   Patent fuel plants,   BKB/peat briquettes plants,   Oil refineries,   Petrochemical plants,   Liquefaction plants,   Other transformation,   Energy industry own use,   Losses,   Total final consumption,      Industry,         Mining and quarrying,         Construction,         Manufacturing,            Iron and steel,            Chemical and petrochemical,            Non-ferrous metals,            Non-metallic minerals,            Transport equipment,            Machinery,            Food and tobacco,"            Paper, pulp and printing",            Wood and wood products,            Textile and leather,         Industry not elsewhere specified,      Transport,         World aviation bunkers,         Domestic aviation,         Road,         Rail,         Pipeline transport,         World marine bunkers,         Domestic navigation,         Transport not elsewhere specified,      Residential,      Commercial and public services,      Agriculture/forestry,      Fishing,      Final consumption not elsewhere specified,      Non-energy use,         Non-energy use industry/transformation/energy,            Memo: Non-energy use in industry,               Memo: Non-energy use in construction,               Memo: Non-energy use in mining and quarrying,               Memo: Non-energy use in iron and steel,               Memo: Non-energy use in chemical/petrochemical,               Memo: Non-energy use in non-ferrous metals,               Memo: Non-energy use in non-metallic minerals,               Memo: Non-energy use in transport equipment,               Memo: Non-energy use in machinery,               Memo: Non-energy use in food/beverages/tobacco,               Memo: Non-energy use in paper/pulp and printing,               Memo: Non-energy use in wood and wood products,               Memo: Non-energy use in textiles and leather,               Memo: Non-energy use in industry not elsewhere specified,         Non-energy use in transport,         Non-energy use in other sectors,Electricity output (GWh),   Electricity output (GWh)-main activity producer electricity plants,   Electricity output (GWh)-autoproducer electricity plants,   Electricity output (GWh)-main activity producer CHP plants,   Electricity output (GWh)-autoproducer CHP plants,Heat output,   Heat output-main activity producer CHP plants,   Heat output-autoproducer CHP plants,   Heat output-main activity producer heat plants,   Heat output-autoproducer heat plants, Memo: Efficiency of electricity only plants (main and auto) (%), Memo: Efficiency of electricity and heat plants (%)
Singapore,0,111784,-84387,-47984,-8718,514,-28792,-7111,624,-10,-124,0,0,0,0,0,0,0,0,0,0,0,0,51482,0,0,0,-1991,0,14078,3961,0,0,3186,0,3186,0,0,0,0,0,0,0,0,775,2279,x,0,2201,0,0,x,77,0,25,76,0,0,0,7736,7736,0,0,0,0,7178,0,0,0,0,0,0,0,0,0,0,0,317,25,293,0,0,0,0,0,0,0,20,20
Slovak Republic,0,1934,-3569,0,-47,-46,-1728,0,0,0,0,-3,-77,0,0,0,0,0,0,0,0,0,0,6143,-218,0,0,-513,0,3605,357,4,6,347,0,289,0,44,9,3,1,1,0,0,0,2432,x,0,2397,0,0,x,0,35,8,6,62,0,0,739,688,688,118,0,0,498,51,18,0,0,0,0,0,0,3,0,51,459,0,2,8,449,11,1,10,0,0,0,63
Slovenia,0,4800,-2141,-220,-35,19,2423,0,0,-2,0,-3,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2414,116,5,23,84,2,4,7,33,2,18,10,3,3,1,4,1870,x,0,1861,8,0,x,0,0,125,65,70,0,24,144,144,144,56,0,1,6,27,7,0,0,0,0,0,0,48,0,0,18,5,0,11,2,4,1,0,3,0,29,67
South Africa,0,10602,-4616,-2694,-1288,0,2004,5012,1888,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,19272,0,0,0,-871,0,27260,1934,1237,491,69,9,4,0,7,2,25,15,3,1,3,137,18946,x,1255,17218,189,18,x,266,0,587,202,1155,63,759,3615,3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,151,182,182,0,0,0,0,0,0,0,0,35,35
South Sudan,0,439,0,0,-62,0,376,0,0,-135,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,229,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,191,x,3,188,0,0,x,0,0,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,540,40,0,0,0,0,0,0,0,34,34
Spain,0,18450,-22495,-6932,-4654,270,-15361,-688,-277,-2341,-132,0,-475,0,0,0,0,0,0,0,0,0,0,68011,-78,0,0,-4884,0,43774,2939,151,500,2249,77,127,67,1431,28,106,281,84,23,25,39,29993,x,2194,26662,80,0,x,981,76,2748,1334,1780,286,35,4659,4437,4437,873,4,14,3102,121,5,15,25,26,12,9,20,211,207,15,14498,10740,395,0,3363,0,0,0,0,0,39,42
Sri Lanka,0,4321,-96,-605,-526,100,3194,0,132,-794,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,0,0,0,-15,0,4189,214,0,0,0,0,0,0,0,0,0,0,0,0,0,214,3299,x,10,3186,34,0,x,69,0,312,76,0,0,214,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3725,3725,0,0,0,0,0,0,0,0,40,40
Sudan,0,1441,-288,-27,-218,0,908,0,232,-853,0,0,0,0,0,0,0,0,0,0,0,0,0,4438,0,0,0,-49,0,4675,439,0,60,237,0,0,0,28,0,0,209,0,0,0,143,3559,x,57,3473,25,0,x,4,0,139,85,81,0,73,300,300,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3777,3777,0,0,0,0,0,0,0,0,38,38
Suriname,0,221,-188,0,-47,0,-14,141,-143,-114,-171,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,-3,0,363,21,0,9,0,0,0,0,0,0,0,0,0,0,0,12,204,x,0,131,0,0,x,0,73,27,10,98,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,939,342,597,0,0,0,0,0,0,0,28,28
Sweden,0,8484,-15916,-1789,-937,363,-9796,-2222,-497,-6,0,-70,-15,-33,0,0,0,0,0,0,0,0,0,21966,0,0,0,-341,0,8985,994,111,153,689,225,41,35,87,25,30,44,172,27,3,41,5439,x,177,5087,14,0,x,161,0,188,229,285,27,0,1823,1823,1823,420,0,0,1391,0,0,0,0,0,0,0,0,12,0,0,307,22,0,157,128,76,47,0,29,0,32,82
Switzerland,0,7027,-430,-3,-1844,448,5198,1,281,0,-2,0,-3,-4,0,0,0,0,0,0,0,0,0,3155,0,0,-3,-156,0,8467,288,0,43,209,3,20,2,40,0,84,45,7,0,9,36,5237,x,65,5126,9,0,x,37,0,1612,701,0,0,174,454,424,424,275,0,0,90,0,0,0,0,0,0,0,0,58,30,0,24,1,10,0,12,4,0,1,3,0,35,67
Syrian Arab Republic,0,1071,-792,-365,-8,0,-94,86,-598,-1650,-289,0,0,0,0,0,0,0,0,0,0,0,0,7335,0,0,0,-214,0,4576,768,0,0,0,0,0,0,0,0,0,0,0,0,0,768,2138,x,77,2061,0,0,x,0,0,845,158,230,0,81,356,345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,6954,6282,672,0,0,0,0,0,0,0,31,31
Chinese Taipei,0,18464,-18014,-1173,-2911,37,-3596,-593,39,-1617,-2,-12,-451,0,0,0,0,0,0,0,0,0,0,48349,0,0,0,-2955,0,39163,1610,29,62,1391,131,598,24,182,22,86,147,59,4,138,129,11964,x,99,11691,18,0,x,156,0,1076,757,69,298,107,23280,23280,0,0,0,0,19850,0,0,0,0,0,0,0,0,0,0,0,8247,6847,8,38,1353,97,3,95,0,0,36,39
Tajikistan,0,959,0,0,-30,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,975,130,15,0,42,0,42,0,0,0,0,0,0,0,0,73,407,x,0,407,0,0,x,0,0,0,0,0,0,418,20,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
United Republic of Tanzania,0,2583,0,-5,-139,0,2439,0,61,-382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1867,x,71,1795,0,0,x,0,0,154,0,24,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,1330,0,0,0,0,0,0,0,0,30,30
Thailand,0,7072,-13405,-1406,-4777,-3884,-16399,8050,442,-42,-8,0,0,0,0,0,0,0,0,0,0,0,0,62861,0,0,0,-775,0,54129,2909,9,95,1943,294,391,0,203,0,213,597,91,66,88,861,23824,x,890,22660,78,0,x,196,0,1724,822,2873,0,0,21978,21978,0,0,0,0,18704,0,0,0,0,0,0,0,0,0,0,0,178,151,27,0,0,0,0,0,0,0,31,31
Togo,0,501,0,0,-66,18,453,0,-4,-39,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,36,0,0,32,4,3,5,19,0,0,0,0,0,0,4,336,x,0,336,0,0,x,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,175,4,0,0,0,0,0,0,0,39,39
Trinidad and Tobago,0,0,-4092,-416,-193,-149,-4850,928,-47,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,5143,0,0,0,-124,0,1044,118,0,0,0,0,0,0,0,0,0,0,0,0,0,118,839,x,88,751,0,0,x,0,0,72,6,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,40,40
Tunisia,0,4225,-538,-10,-294,63,3447,142,-85,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,1074,0,0,0,-36,0,4522,763,0,0,460,0,0,0,460,0,0,0,0,0,0,303,2366,x,4,2346,16,0,x,0,0,583,101,398,0,0,310,239,239,230,0,0,0,0,0,0,0,0,0,0,0,9,61,9,47,1,46,0,0,0,0,0,0,0,20,20
Turkey,0,26937,-4636,-899,-3798,-570,17034,-2991,-21,0,-1,0,-66,0,0,0,0,0,0,0,0,0,0,28514,-1837,0,0,-1477,0,39154,4231,114,38,3870,8,5,4,3804,5,6,19,4,7,7,209,27250,x,1272,25463,126,0,x,388,0,215,779,2843,89,0,3749,3448,3448,2808,0,0,609,0,0,0,0,0,1,0,4,25,301,0,329,0,2,0,327,32,0,32,0,0,23,90
Turkmenistan,0,0,-2588,0,-483,0,-3071,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8687,0,0,0,-126,0,6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,x,0,2640,0,0,x,0,0,154,0,0,0,3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,0,10208,-297,0,-300,78,9690,-221,-1064,-118,-13,-131,-25,-25,-12,0,0,0,0,0,0,0,0,2417,0,0,-28,-48,0,10421,445,162,83,192,77,2,26,33,8,11,20,1,10,4,8,7394,x,6,7207,136,5,x,39,0,76,114,1170,1,0,1221,436,428,100,12,19,116,4,124,1,18,1,0,1,5,27,12,773,1221,429,44,710,38,79,37,13,20,9,31,57
United Arab Emirates,0,18392,-44962,-16389,-7273,30,-50202,15560,-1182,-241,0,0,0,0,0,0,0,0,0,0,0,0,0,54337,0,0,0,-502,0,17770,1434,0,0,44,0,44,0,0,0,0,0,0,0,0,1390,12761,x,383,12378,0,0,x,0,0,304,0,0,0,0,3271,3124,0,0,0,0,2895,0,0,0,0,0,0,0,0,0,0,147,953,953,0,0,0,0,0,0,0,0,34,34
United Kingdom,0,35850,-22668,-2430,-11743,281,-710,1225,2,-130,-7,0,-283,0,-45,0,0,0,0,0,0,-55,0,59644,-425,0,0,-4132,0,55085,2080,0,218,684,4,117,7,175,153,0,114,32,37,44,1179,39707,x,884,37302,620,0,x,902,0,2306,2181,755,147,395,7512,7368,7368,1492,0,0,5003,0,0,38,153,0,0,0,0,682,63,81,1073,625,14,0,435,29,0,0,0,29,40,26
United States,0,76296,-219638,-21741,-25181,1132,-189130,108235,2818,-7184,-131,-546,-1644,0,0,0,0,0,0,0,0,0,0,879091,0,0,0,-32037,0,759473,21114,2753,11020,5912,153,2370,238,1442,258,567,346,188,350,0,1429,578151,x,59268,496578,13787,0,x,8518,0,15226,11111,14359,0,0,119512,113125,112370,18854,285,696,84348,0,132,608,1290,0,13,690,0,5454,4448,1939,42928,29835,361,4698,8033,767,767,0,0,0,36,47
Uruguay,0,189,-1,-144,-108,-3,-67,0,1,-99,-1,0,0,0,0,0,0,0,0,0,0,0,0,2186,0,0,0,-144,-5,1872,242,0,14,156,0,7,0,3,0,0,41,101,4,1,72,1208,x,3,1190,0,0,x,15,0,127,19,142,15,0,118,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,351,348,3,0,0,0,0,0,0,0,30,30
Uzbekistan,0,93,-129,0,0,-122,-157,0,72,-58,-1,-75,0,-44,0,0,0,0,0,0,0,0,0,4191,0,0,0,-216,-7,3703,108,5,0,101,65,17,0,17,1,0,0,0,0,0,2,2818,x,200,2525,92,0,x,0,1,509,13,3,0,1,251,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,459,221,1,236,0,38,13,0,25,0,32,43
Bolivarian Republic of Venezuela,0,6770,-12400,-141,-252,0,-6023,-279,798,-5160,0,0,0,0,0,0,0,0,0,0,0,0,0,30697,0,0,0,-4154,0,15878,1926,0,0,32,0,0,0,32,0,0,0,0,0,0,1893,11200,x,223,10977,0,0,x,0,0,773,282,0,0,0,1697,1697,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,16560,16560,0,0,0,0,0,0,0,0,28,28
Viet Nam,0,13596,-2241,-283,-1129,-381,9563,1044,-8,-48,-17,0,0,0,0,0,0,0,0,0,0,0,0,10217,0,0,0,0,0,20750,4618,470,190,2676,351,464,0,414,211,425,332,72,143,264,1282,12058,x,761,11180,47,0,x,71,0,815,1341,438,0,0,1479,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,189,69,0,0,0,0,0,0,0,34,34
Yemen,0,1536,0,-103,-6,1,1428,13,-10,-667,-53,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,-26,0,1723,244,0,0,0,0,0,0,0,0,0,0,0,0,0,244,886,x,0,886,0,0,x,0,0,475,63,47,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,2578,258,0,0,0,0,0,0,0,34,34
Zambia,0,825,-14,0,-40,0,771,0,-3,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,-14,0,1232,347,257,34,25,0,0,25,0,0,0,0,0,0,0,31,674,x,0,674,0,0,x,0,0,3,42,25,0,71,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,456,0,0,0,0,0,0,0,0,34,34
Zimbabwe,0,1482,0,0,-74,0,1408,0,-15,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,1359,60,20,6,26,2,2,0,7,0,2,8,2,1,1,8,944,x,0,900,44,0,x,0,0,80,0,129,0,124,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,25,25
Former Soviet Union (if no detail),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Former Yugoslavia (if no detail),x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Other Africa,0,11864,-417,-325,-700,-70,10353,0,29,-1911,-212,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,9040,1891,121,0,4,0,0,0,0,0,0,4,0,0,0,1766,5769,x,87,5643,33,0,x,6,0,693,52,183,0,256,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8235,7413,822,0,0,0,0,0,0,0,33,33
Other non-OECD Americas,0,4848,-5,-529,-501,0,3813,1,82,-1721,-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,263,0,1,0,0,0,0,0,0,0,0,0,0,0,262,1291,x,17,1174,0,0,x,41,59,166,97,159,0,38,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8762,8369,393,0,0,0,0,0,0,0,41,41
Other non-OECD Asia,0,5987,-435,-279,-258,1,5017,1,173,-1163,-694,0,0,0,0,0,0,0,0,0,0,0,0,1409,0,0,0,0,0,4744,894,0,0,0,0,0,0,0,0,0,0,0,0,0,894,3162,x,226,2470,0,0,x,262,204,215,13,118,0,219,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5242,3424,1819,0,0,0,0,0,0,0,24,24
Memo: Greenland,0,191,0,-22,-8,7,168,0,2,0,0,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,140,10,1,4,5,0,0,0,0,0,0,4,0,0,0,0,32,x,8,14,0,0,x,10,0,33,16,1,46,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,105,0,15,15,0,0,0,0,87
Memo: Guyana,0,805,0,0,-21,8,793,0,3,-194,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,201,175,6,0,0,0,0,0,0,0,0,0,0,0,20,261,x,1,260,0,0,x,0,0,30,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,830,261,0,0,0,0,0,0,0,33,33
Memo: Madagascar,0,826,0,-10,-46,14,784,0,24,-208,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,52,21,17,0,0,0,0,0,0,0,0,0,0,0,13,429,x,10,394,0,0,x,23,2,40,0,0,0,31,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,812,79,0,0,0,0,0,0,0,33,33
Memo: Mali,0,1703,0,0,-66,3,1640,0,140,-363,-371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,932,x,0,712,181,0,x,0,39,21,0,61,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2216,1098,1118,0,0,0,0,0,0,0,26,26
Memo: Palestinian Authority,0,1037,0,0,0,0,1037,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,956,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,704,x,0,704,0,0,x,0,0,154,25,9,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0,0,0,0,0,0,0,0,40,40
Memo: Uganda,0,1843,0,0,-107,0,1736,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,364,0,0,0,0,0,0,0,0,0,0,0,0,0,364,1140,x,1,1075,33,0,x,31,0,52,31,31,31,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,292,0,0,0,0,0,0,0,0,36,36
Memo: Africa (UN),0,118170,-37518,-5258,-8842,2153,68704,19411,1699,-16678,-891,0,0,0,0,0,0,0,0,0,0,0,0,102913,-15,0,0,-3355,-207,171580,17178,2441,1202,2790,15,85,110,1938,20,28,491,32,3,68,10746,121856,x,2636,117342,747,18,x,1100,13,14461,1534,4567,123,2719,9143,8768,..,..,..,..,895,..,..,..,..,..,..,..,..,..,174,201,63898,60827,3071,0,0,0,0,0,0,0,31,31
Memo: Americas (UN),0,254209,-295826,-36423,-40835,1417,-117458,129731,21541,-31893,-4922,-549,-2806,0,0,0,0,0,-1,-794,-1685,0,0,1222382,-2908,0,0,-63528,-67,1147044,57165,9221,13983,19808,615,5018,1409,8094,281,609,1428,1316,974,62,14153,834698,x,71600,732136,17738,14,x,12469,741,37363,17564,34247,288,2780,162940,152681,..,..,..,..,108129,..,..,..,..,..,..,..,..,..,4589,5670,176293,137951,20727,4708,12907,768,768,0,0,0,37,40
Memo: Asia (UN),0,598173,-631027,-116464,-84307,-3025,-236650,111804,-12480,-64547,-17094,-521,-1935,-967,-3741,0,0,0,0,-1889,-451,0,0,1943479,-18210,0,-602,-91165,-20,1605011,173048,7251,12852,80141,5025,38005,1257,22658,1429,3400,3958,1294,704,2411,72804,841926,x,44143,751121,8196,60,x,36074,2334,120025,42272,48049,3267,13722,362703,327314,..,..,..,..,265706,..,..,..,..,..,..,..,..,..,3458,31931,372823,286827,78177,696,7122,5231,347,1019,684,3182,38,42
Memo: Europe (UN),0,389392,-521373,-61083,-61356,3497,-250922,-3113,-2898,-5670,-1932,-5261,-4389,-762,-4394,0,0,0,-43,-134,-294,-55,0,970386,-14871,0,-31,-36485,-19,639113,37916,2643,7286,23386,1066,9346,476,6525,562,1218,2539,939,441,273,4601,390353,x,13366,364573,4874,194,x,6374,972,45878,16762,21327,2419,2077,122379,119006,..,..,..,..,80972,..,..,..,..,..,..,..,..,..,1958,1416,61158,25702,7322,13209,14925,6881,1502,1140,643,3596,37,54
Memo: Oceania (UN),0,36895,-2929,-1027,-6277,-727,25935,3235,1681,-973,-1536,0,-22,0,0,0,0,0,0,0,0,0,0,30075,0,0,0,-4513,0,53881,5129,2647,611,797,19,106,305,161,0,20,114,56,9,8,1074,39728,x,3655,33833,1178,1,x,826,235,571,1048,2872,55,9,4469,4469,..,..,..,..,2291,..,..,..,..,..,..,..,..,..,0,0,8052,2351,5606,0,94,0,0,0,0,0,27,27
Memo: OECD Total,0,659870,-717008,-82168,-108957,1960,-246303,119733,14559,-28679,-7941,-4783,-6290,-741,-137,0,0,0,-44,-2529,-746,-55,0,2052406,-32884,0,-3,-100001,-10,1755552,93063,10735,21641,51299,2210,20287,1372,16310,1125,2430,3535,2222,1331,477,9387,1175741,x,83876,1050252,20027,16,x,20954,617,70621,42528,47966,4040,3472,318122,303141,302333,38659,406,778,241536,1221,689,788,1713,36,56,726,27,15698,7513,7468,203631,124806,36710,16279,25836,3828,1921,1298,506,104,38,44
Memo: Non-OECD Total,0,736969,-771664,-138087,-92661,1356,-264087,141335,-5017,-91082,-18436,-1548,-2863,-988,-7998,0,0,0,0,-288,-1685,0,0,2216829,-3119,0,-630,-99043,-303,1861077,197373,13467,14293,75622,4530,32272,2185,23067,1167,2845,4995,1416,800,2345,93990,1052820,x,51524,948753,12707,269,x,35888,3679,147675,36652,63097,2112,17835,343512,309097,..,..,..,..,216457,..,..,..,..,..,..,..,..,..,2665,31750,478593,388854,78193,2335,9212,9052,695,862,821,6674,37,41
Memo: IEA Total,0,639849,-699539,-81218,-106390,2010,-245288,120656,14616,-28298,-7838,-4776,-6269,-727,-136,0,0,0,-43,-2529,-746,-55,0,2017113,-32884,0,-3,-98500,-9,1724285,88775,8421,21373,50679,2191,20277,1365,16054,1122,2410,3498,1975,1314,474,8301,1155115,x,83276,1030795,19861,16,x,20557,609,69156,41573,47497,3620,3159,315390,300466,299658,38058,406,777,240089,1195,676,788,1713,36,56,719,27,15118,7461,7462,201897,123662,36271,16266,25698,3812,1917,1298,494,103,38,44
Memo: IEA and Accession/Association countries,0,948056,-952055,-149122,-141217,-2604,-296942,132337,9390,-34922,-17453,-4780,-7083,-1465,-3835,0,0,0,-44,-2529,-1871,-55,0,3190050,-35757,0,-3,-162502,-23,2762515,196617,17803,29778,111199,4896,49012,3341,34699,1753,4420,6065,3139,1560,2316,37837,1715725,x,120986,1511971,27311,35,x,52662,2761,162190,64014,90235,3921,9528,520286,472794,..,..,..,..,364726,..,..,..,..,..,..,..,..,..,9659,37833,251285,140329,64819,16268,29868,7586,1920,1298,1121,3248,34,42
Memo: European Union-28,0,355510,-355723,-45288,-52438,3420,-94519,-11448,-3043,-6478,-848,-4133,-2916,-639,-99,0,0,0,-43,-134,-294,-55,0,642707,-14660,0,0,-29965,-14,473420,27384,902,5246,19349,575,8457,392,5767,368,991,1645,705,238,210,1887,302528,x,7186,288021,1868,0,x,5117,336,30533,13083,16151,1357,1859,80525,78059,..,..,..,..,60392,..,..,..,..,..,..,..,..,..,1877,588,55909,29429,3226,11483,11772,2023,1046,373,535,69,38,45
Memo: European Union-27,0,319660,-333055,-42858,-40695,3139,-93809,-12673,-3046,-6348,-841,-4133,-2633,-639,-54,0,0,0,-43,-134,-294,0,0,583063,-14235,0,0,-25833,-14,418335,25304,902,5029,18665,570,8340,385,5592,215,991,1530,674,201,166,708,262820,x,6302,250719,1248,0,x,4215,336,28226,10902,15396,1210,1464,73013,70691,..,..,..,..,55388,..,..,..,..,..,..,..,..,..,1815,507,54836,28804,3212,11483,11337,1994,1046,373,535,40,38,46
Memo: FSU 15,0,24919,-161060,-12352,-7965,-63,-156521,2379,921,-204,-1094,-1425,-1418,-113,-4258,0,0,0,0,0,0,0,0,346241,0,0,-32,-6822,-12,177642,11976,2343,2466,4187,1138,544,27,889,191,141,810,211,196,40,2980,93169,x,6471,82107,3204,220,x,515,652,17945,3270,5974,740,3925,40643,39352,..,..,..,..,19829,..,..,..,..,..,..,..,..,..,141,1151,10223,816,4126,2062,3220,4921,637,699,79,3506,33,68
Memo: Former Yugoslavia,0,11056,-5888,-258,-412,-86,4412,35,0,-27,-3,-3,-85,-83,-39,0,0,0,0,0,0,0,0,8622,-163,0,0,-597,0,12070,1221,102,175,885,64,70,43,478,7,44,120,20,20,19,60,8624,x,11,8518,40,0,x,55,0,330,316,427,24,24,1105,1049,..,..,..,..,387,..,..,..,..,..,..,..,..,..,49,6,244,106,9,11,118,164,1,68,73,22,34,78
Memo: OPEC,0,126571,-259971,-24459,-15442,4061,-169240,104986,1947,-43691,-1595,0,0,0,0,0,0,0,0,0,0,0,0,418351,-15,0,0,-18860,-168,291715,36651,116,806,538,0,380,0,43,88,0,28,0,0,0,35191,179183,x,2879,175764,289,31,x,215,5,15600,2136,3046,0,2064,53034,52887,..,..,..,..,42782,..,..,..,..,..,..,..,..,..,0,147,206646,183878,22768,0,0,0,0,0,0,0,39,39
Memo: ASEAN,0,203939,-121436,-50446,-20821,-3709,7527,5887,8538,-4463,-3772,0,0,0,0,0,0,0,0,0,0,0,0,211915,0,0,0,-5486,0,220144,26373,1910,2184,12410,1378,4774,0,1635,211,825,1831,171,393,1193,9870,127129,x,6124,115815,666,0,x,4524,0,13353,6239,6594,844,902,38711,38622,..,..,..,..,31459,..,..,..,..,..,..,..,..,..,88,0,20276,10529,9747,0,0,0,0,0,0,0,21,21
Memo: G7,0,269343,-352813,-35341,-64595,2434,-180972,116450,13101,-16377,-5292,-4039,-2895,-136,-46,0,0,0,-43,-1412,-746,-55,0,1418979,-13523,0,0,-67733,0,1255261,54627,4660,17069,28404,1513,12745,822,5926,771,1816,2082,1228,1169,332,4494,873048,x,73667,766804,17194,14,x,15095,274,47352,31115,30847,1865,1023,215383,202032,201277,28232,372,702,156251,163,177,646,1645,5,13,707,0,12365,6363,6988,121614,70822,25082,14150,11560,1871,1573,153,115,30,38,43
Memo: G8,0,270443,-482742,-47098,-70292,2535,-327154,116446,14539,-16377,-6361,-5003,-4184,-136,-4194,0,0,0,-43,-1412,-746,-55,0,1699894,-13523,0,0,-71899,0,1379793,62549,6088,18571,30814,1837,13182,822,6260,943,1915,2726,1431,1336,362,7076,934744,x,79366,818935,19831,202,x,15509,901,60736,33347,33709,2596,1023,251089,237738,..,..,..,..,175103,..,..,..,..,..,..,..,..,..,6363,6988,129525,70822,29121,15103,14480,6322,1970,787,115,3450,38,48
Memo: G20,0,881811,-1097586,-128602,-141388,-127,-485890,183040,13823,-42666,-19569,-5859,-8516,-1551,-7988,0,0,0,-43,-2803,-2430,-55,0,3499856,-35778,0,0,-173804,-26,2909743,216962,16449,30939,107126,4911,46016,3273,34004,1927,4256,5879,2975,1682,2203,62449,1798115,x,125937,1586661,29937,223,x,51969,3388,172170,64010,92904,4273,9553,551755,504177,..,..,..,..,379593,..,..,..,..,..,..,..,..,..,9770,37809,367506,226717,89875,17462,33452,12161,2375,1931,1185,6671,44,51
